"ACAD_PLAN"	"ACAD_PLAN_EFFDT"	"ACAD_PLAN_EFF_STATUS"	"ACAD_PLAN_DESCR"	"ACAD_PLAN_TYPE"	"ACAD_PLAN_TYPE_DESCRSHORT"	"ACAD_PROG"	"CIP_CODE"	"CIP_DESCR"	"CIP_DESCR254"	"HEGIS_CODE"	"HEGIS_DESCR"	"HEGIS_DESCR60"	"ACAD_CAREER"	"STUDY_FIELD"	"STUDY_FIELD_DESCRSHORT"	"STUDY_FIELD_DESCRFORMAL"	"DEGREE"	"TRNSCR_DESCR"	"RACK_DIVSN_CD"	"RACK_DIVSN_DESCR"	"CIP_ALTERNATIVE_CD"	"CIP_ALTERNATIVE_DESCR"	"CIP_ALTERNATIVE_DESCRSHORT"	"LAST_ADM_TERM"	"LAST_ADM_TERM_DESCRSHORT"
"UCSBSECE"	16-NOV-09	"A"	"Minor -Urban & CommStd BSE C&E"	"MIN"	"Minor"	" "	"45.1201"	"Urban Studies/Affairs"	"Urban Studies/Affairs"	"22.14"	"URBAN STUDIES"	"URBAN STUDIES"	"UENG"	" "	" "	" "	"BSI"	"Urban and Community Studies"	" "	" "	"122"	"Social Sciences"	"SocSci"	"1760"	"FA 2009"
"UCSBSECHE"	16-NOV-09	"A"	"Minor -Urban & CommStdBSEChemE"	"MIN"	"Minor"	" "	"45.1201"	"Urban Studies/Affairs"	"Urban Studies/Affairs"	"22.14"	"URBAN STUDIES"	"URBAN STUDIES"	"UENG"	" "	" "	" "	"BSH"	"Urban and Community Studies"	" "	" "	"122"	"Social Sciences"	"SocSci"	"1760"	"FA 2009"
"UCSBSECIV"	16-NOV-09	"A"	"Minor -Urban & CommStd BSECivE"	"MIN"	"Minor"	" "	"45.1201"	"Urban Studies/Affairs"	"Urban Studies/Affairs"	"22.14"	"URBAN STUDIES"	"URBAN STUDIES"	"UENG"	" "	" "	" "	"BSV"	"Urban and Community Studies"	" "	" "	"122"	"Social Sciences"	"SocSci"	"1760"	"FA 2009"
"UCSBSECOM"	16-NOV-09	"A"	"Minor -Urban &CommStd BSECompE"	"MIN"	"Minor"	" "	"45.1201"	"Urban Studies/Affairs"	"Urban Studies/Affairs"	"22.14"	"URBAN STUDIES"	"URBAN STUDIES"	"UENG"	" "	" "	" "	"BSU"	"Urban and Community Studies"	" "	" "	"122"	"Social Sciences"	"SocSci"	"1760"	"FA 2009"
"UCSBSECS"	16-NOV-09	"A"	"Minor -Urban &CommStd BSECompS"	"MIN"	"Minor"	" "	"45.1201"	"Urban Studies/Affairs"	"Urban Studies/Affairs"	"22.14"	"URBAN STUDIES"	"URBAN STUDIES"	"UENG"	" "	" "	" "	"BCO"	"Urban and Community Studies"	" "	" "	"122"	"Social Sciences"	"SocSci"	"1760"	"FA 2009"
"UCSBSEELE"	16-NOV-09	"A"	"Minor -Urban &CommStd BSEElecE"	"MIN"	"Minor"	" "	"45.1201"	"Urban Studies/Affairs"	"Urban Studies/Affairs"	"22.14"	"URBAN STUDIES"	"URBAN STUDIES"	"UENG"	" "	" "	" "	"BSL"	"Urban and Community Studies"	" "	" "	"122"	"Social Sciences"	"SocSci"	"1760"	"FA 2009"
"UCSBSEEP"	16-NOV-09	"A"	"Minor -Urban & CommStdBSE EPhy"	"MIN"	"Minor"	" "	"45.1201"	"Urban Studies/Affairs"	"Urban Studies/Affairs"	"22.14"	"URBAN STUDIES"	"URBAN STUDIES"	"UENG"	" "	" "	" "	"BSP"	"Urban and Community Studies"	" "	" "	"122"	"Social Sciences"	"SocSci"	"1760"	"FA 2009"
"UCSBSEESS"	16-NOV-09	"A"	"Minor -Urban &CommStd BSE ESS"	"MIN"	"Minor"	" "	"45.1201"	"Urban Studies/Affairs"	"Urban Studies/Affairs"	"22.14"	"URBAN STUDIES"	"URBAN STUDIES"	"UENG"	" "	" "	" "	"BES"	"Urban and Community Studies"	" "	" "	"122"	"Social Sciences"	"SocSci"	"1760"	"FA 2009"
"UCSBSEIOP"	16-NOV-09	"A"	"Minor -Urban &CommStd BSEIndOp"	"MIN"	"Minor"	" "	"45.1201"	"Urban Studies/Affairs"	"Urban Studies/Affairs"	"22.14"	"URBAN STUDIES"	"URBAN STUDIES"	"UENG"	" "	" "	" "	"BSO"	"Urban and Community Studies"	" "	" "	"122"	"Social Sciences"	"SocSci"	"1760"	"FA 2009"
"UCSBSEMAT"	16-NOV-09	"A"	"Minor -Urban & CommStd BSEMatS"	"MIN"	"Minor"	" "	"45.1201"	"Urban Studies/Affairs"	"Urban Studies/Affairs"	"22.14"	"URBAN STUDIES"	"URBAN STUDIES"	"UENG"	" "	" "	" "	"BSB"	"Urban and Community Studies"	" "	" "	"122"	"Social Sciences"	"SocSci"	"1760"	"FA 2009"
"UCSBSEMEC"	16-NOV-09	"A"	"Minor -Urban &CommStd BSEMechE"	"MIN"	"Minor"	" "	"45.1201"	"Urban Studies/Affairs"	"Urban Studies/Affairs"	"22.14"	"URBAN STUDIES"	"URBAN STUDIES"	"UENG"	" "	" "	" "	"BSJ"	"Urban and Community Studies"	" "	" "	"122"	"Social Sciences"	"SocSci"	"1760"	"FA 2009"
"UCSBSENAV"	16-NOV-09	"A"	"Minor -Urban & CommStdBSE NAME"	"MIN"	"Minor"	" "	"45.1201"	"Urban Studies/Affairs"	"Urban Studies/Affairs"	"22.14"	"URBAN STUDIES"	"URBAN STUDIES"	"UENG"	" "	" "	" "	"BSQ"	"Urban and Community Studies"	" "	" "	"122"	"Social Sciences"	"SocSci"	"1760"	"FA 2009"
"UCSBSENER"	16-NOV-09	"A"	"Minor -Urban & CommStd BSE NER"	"MIN"	"Minor"	" "	"45.1201"	"Urban Studies/Affairs"	"Urban Studies/Affairs"	"22.14"	"URBAN STUDIES"	"URBAN STUDIES"	"UENG"	" "	" "	" "	"BSR"	"Urban and Community Studies"	" "	" "	"122"	"Social Sciences"	"SocSci"	"1760"	"FA 2009"
"UCSBSENG"	16-NOV-09	"A"	"Minor -Urban & CommStd BS Eng"	"MIN"	"Minor"	" "	"45.1201"	"Urban Studies/Affairs"	"Urban Studies/Affairs"	"22.14"	"URBAN STUDIES"	"URBAN STUDIES"	"UENG"	" "	" "	" "	"BSG"	"Urban and Community Studies"	" "	" "	"122"	"Social Sciences"	"SocSci"	"1760"	"FA 2009"
"UCSBSLSA"	16-NOV-09	"A"	"Minor -Urban & Community StdBS"	"MIN"	"Minor"	" "	"45.1201"	"Urban Studies/Affairs"	"Urban Studies/Affairs"	"22.14"	"URBAN STUDIES"	"URBAN STUDIES"	"ULSA"	" "	" "	" "	"BS"	"Urban and Community Studies"	" "	" "	"122"	"Social Sciences"	"SocSci"	"1760"	"FA 2009"
"UCSBSMUS"	16-NOV-09	"A"	"Minor -Urban & Comm Std BS"	"MIN"	"Minor"	" "	"45.1201"	"Urban Studies/Affairs"	"Urban Studies/Affairs"	"22.14"	"URBAN STUDIES"	"URBAN STUDIES"	"UMUS"	" "	" "	" "	"BS"	"Urban and Community Studies"	" "	" "	"122"	"Social Sciences"	"SocSci"	"1760"	"FA 2009"
"UCSBTA"	16-NOV-09	"A"	"Minor -Urban & Comm Std BTA"	"MIN"	"Minor"	" "	"45.1201"	"Urban Studies/Affairs"	"Urban Studies/Affairs"	"22.14"	"URBAN STUDIES"	"URBAN STUDIES"	"UMUS"	" "	" "	" "	"BTA"	"Urban and Community Studies"	" "	" "	"122"	"Social Sciences"	"SocSci"	"1760"	"FA 2009"
"PHILABRC"	27-JUN-01	"A"	"Minor -Philosophy BA"	"MIN"	"Minor"	" "	"38.0101"	"Philosophy"	"Philosophy"	"15.09"	"PHILOSOPHY"	"PHILOSOPHY"	"URC"	"7060"	"Philosophy"	"Philosophy"	"AB"	"Philosophy"	"4"	"Humanities and the Arts"	"123"	"Philosophy, Religion"	"PhilsRelgn"	"1340"	"SS 2001"
"PHILBBA"	04-JAN-06	"A"	"Minor -Philosophy BBA"	"MIN"	"Minor"	" "	"38.0101"	"Philosophy"	"Philosophy"	"15.09"	"PHILOSOPHY"	"PHILOSOPHY"	"UBA"	"7060"	"Philosophy"	"Philosophy"	"BBA"	"Philosophy"	"4"	"Humanities and the Arts"	"123"	"Philosophy, Religion"	"PhilsRelgn"	"1560"	"FA 2005"
"PHILBDA"	04-JAN-06	"A"	"Minor -Philosophy BDA"	"MIN"	"Minor"	" "	"38.0101"	"Philosophy"	"Philosophy"	"15.09"	"PHILOSOPHY"	"PHILOSOPHY"	"UMUS"	"7060"	"Philosophy"	"Philosophy"	"BDA"	"Philosophy"	"4"	"Humanities and the Arts"	"123"	"Philosophy, Religion"	"PhilsRelgn"	"1560"	"FA 2005"
"PHILBFA"	04-JAN-06	"A"	"Minor -Philosophy BFA"	"MIN"	"Minor"	" "	"38.0101"	"Philosophy"	"Philosophy"	"15.09"	"PHILOSOPHY"	"PHILOSOPHY"	"UART"	"7060"	"Philosophy"	"Philosophy"	"BFA"	"Philosophy"	"4"	"Humanities and the Arts"	"123"	"Philosophy, Religion"	"PhilsRelgn"	"1560"	"FA 2005"
"PHILBFAM"	04-JAN-06	"A"	"Minor -Philosophy BFA"	"MIN"	"Minor"	" "	"38.0101"	"Philosophy"	"Philosophy"	"15.09"	"PHILOSOPHY"	"PHILOSOPHY"	"UMUS"	"7060"	"Philosophy"	"Philosophy"	"BFA"	"Philosophy"	"4"	"Humanities and the Arts"	"123"	"Philosophy, Religion"	"PhilsRelgn"	"1560"	"FA 2005"
"PHILBMA"	04-JAN-06	"A"	"Minor -Philosophy BMusA"	"MIN"	"Minor"	" "	"38.0101"	"Philosophy"	"Philosophy"	"15.09"	"PHILOSOPHY"	"PHILOSOPHY"	"UMUS"	"7060"	"Philosophy"	"Philosophy"	"BMA"	"Philosophy"	"4"	"Humanities and the Arts"	"123"	"Philosophy, Religion"	"PhilsRelgn"	"1560"	"FA 2005"
"PHILBMU"	04-JAN-06	"A"	"Minor -Philosophy BMus"	"MIN"	"Minor"	" "	"38.0101"	"Philosophy"	"Philosophy"	"15.09"	"PHILOSOPHY"	"PHILOSOPHY"	"UMUS"	"7060"	"Philosophy"	"Philosophy"	"BMU"	"Philosophy"	"4"	"Humanities and the Arts"	"123"	"Philosophy, Religion"	"PhilsRelgn"	"1560"	"FA 2005"
"PHILBNU"	04-JAN-06	"A"	"Minor -Philosophy BS"	"MIN"	"Minor"	" "	"38.0101"	"Philosophy"	"Philosophy"	"15.09"	"PHILOSOPHY"	"PHILOSOPHY"	"UNUR"	"7060"	"Philosophy"	"Philosophy"	"BNU"	"Philosophy"	"4"	"Humanities and the Arts"	"123"	"Philosophy, Religion"	"PhilsRelgn"	"1560"	"FA 2005"
"PHILBS"	04-JAN-06	"A"	"Minor -Philosophy BS"	"MIN"	"Minor"	" "	"38.0101"	"Philosophy"	"Philosophy"	"15.09"	"PHILOSOPHY"	"PHILOSOPHY"	"UKIN"	"7060"	"Philosophy"	"Philosophy"	"BS"	"Philosophy"	"4"	"Humanities and the Arts"	"123"	"Philosophy, Religion"	"PhilsRelgn"	"1560"	"FA 2005"
"PHILBSAUP"	04-JAN-06	"A"	"Minor -Philosophy BS"	"MIN"	"Minor"	" "	"38.0101"	"Philosophy"	"Philosophy"	"15.09"	"PHILOSOPHY"	"PHILOSOPHY"	"UARC"	"7060"	"Philosophy"	"Philosophy"	"BS"	"Philosophy"	"4"	"Humanities and the Arts"	"123"	"Philosophy, Religion"	"PhilsRelgn"	"1560"	"FA 2005"
"PHILBSDH"	04-JAN-06	"A"	"Minor -Philosophy BS"	"MIN"	"Minor"	" "	"38.0101"	"Philosophy"	"Philosophy"	"15.09"	"PHILOSOPHY"	"PHILOSOPHY"	"UDH"	"7060"	"Philosophy"	"Philosophy"	"BS"	"Philosophy"	"4"	"Humanities and the Arts"	"123"	"Philosophy, Religion"	"PhilsRelgn"	"1560"	"FA 2005"
"PHILBSEAER"	04-JAN-06	"A"	"Minor -Philosophy BSE Aero"	"MIN"	"Minor"	" "	"38.0101"	"Philosophy"	"Philosophy"	"15.09"	"PHILOSOPHY"	"PHILOSOPHY"	"UENG"	"7060"	"Philosophy"	"Philosophy"	"BSA"	"Philosophy"	"4"	"Humanities and the Arts"	"123"	"Philosophy, Religion"	"PhilsRelgn"	"1560"	"FA 2005"
"PHILBSEAOS"	04-JAN-06	"A"	"Minor -Philosophy BSE AOSS"	"MIN"	"Minor"	" "	"38.0101"	"Philosophy"	"Philosophy"	"15.09"	"PHILOSOPHY"	"PHILOSOPHY"	"UENG"	"7060"	"Philosophy"	"Philosophy"	"BSX"	"Philosophy"	"4"	"Humanities and the Arts"	"123"	"Philosophy, Religion"	"PhilsRelgn"	"1560"	"FA 2005"
"PHILBSEBE"	04-JAN-06	"A"	"Minor -Philosophy BSE Bio E"	"MIN"	"Minor"	" "	"38.0101"	"Philosophy"	"Philosophy"	"15.09"	"PHILOSOPHY"	"PHILOSOPHY"	"UENG"	"7060"	"Philosophy"	"Philosophy"	"BME"	"Philosophy"	"4"	"Humanities and the Arts"	"123"	"Philosophy, Religion"	"PhilsRelgn"	"1560"	"FA 2005"
"PHILBSECE"	04-JAN-06	"A"	"Minor -Philosophy BSE C & E"	"MIN"	"Minor"	" "	"38.0101"	"Philosophy"	"Philosophy"	"15.09"	"PHILOSOPHY"	"PHILOSOPHY"	"UENG"	"7060"	"Philosophy"	"Philosophy"	"BSI"	"Philosophy"	"4"	"Humanities and the Arts"	"123"	"Philosophy, Religion"	"PhilsRelgn"	"1560"	"FA 2005"
"PHILBSECHE"	04-JAN-06	"A"	"Minor -Philosophy BSE Chem E"	"MIN"	"Minor"	" "	"38.0101"	"Philosophy"	"Philosophy"	"15.09"	"PHILOSOPHY"	"PHILOSOPHY"	"UENG"	"7060"	"Philosophy"	"Philosophy"	"BSH"	"Philosophy"	"4"	"Humanities and the Arts"	"123"	"Philosophy, Religion"	"PhilsRelgn"	"1560"	"FA 2005"
"PHILBSECIV"	04-JAN-06	"A"	"Minor -Philosophy BSE Civ E"	"MIN"	"Minor"	" "	"38.0101"	"Philosophy"	"Philosophy"	"15.09"	"PHILOSOPHY"	"PHILOSOPHY"	"UENG"	"7060"	"Philosophy"	"Philosophy"	"BSV"	"Philosophy"	"4"	"Humanities and the Arts"	"123"	"Philosophy, Religion"	"PhilsRelgn"	"1560"	"FA 2005"
"LLCABSECS"	01-JAN-01	"A"	"Minor -L,L,C A Greec BSE CompS"	"MIN"	"Minor"	" "	"16.1202"	"Ancient/Classical Greek Langua"	"Ancient/Classical Greek Language and Literature"	"11.10"	"GREEK-CLASSICAL"	"GREEK-CLASSICAL"	"UENG"	" "	" "	" "	"BCO"	"Language, Literature, and Culture of Ancient Greece"	" "	" "	"111"	"Foreign Languages, Literature"	"FrgnLngLit"	" "	" "
"LLCABSEELE"	01-JAN-01	"A"	"Minor -L,L,C A Greec BSE ElecE"	"MIN"	"Minor"	" "	"16.1202"	"Ancient/Classical Greek Langua"	"Ancient/Classical Greek Language and Literature"	"11.10"	"GREEK-CLASSICAL"	"GREEK-CLASSICAL"	"UENG"	" "	" "	" "	"BSL"	"Language, Literature, and Culture of Ancient Greece"	" "	" "	"111"	"Foreign Languages, Literature"	"FrgnLngLit"	" "	" "
"LLCABSEENV"	01-JAN-01	"A"	"Minor -Ln,Lit,CltAGrc BSE EnvE"	"MIN"	"Minor"	" "	"16.1202"	"Ancient/Classical Greek Langua"	"Ancient/Classical Greek Language and Literature"	"11.10"	"GREEK-CLASSICAL"	"GREEK-CLASSICAL"	"UENG"	" "	" "	" "	"BEE"	"Language, Literature, and Culture of Ancient Greece"	" "	" "	"111"	"Foreign Languages, Literature"	"FrgnLngLit"	" "	" "
"LLCABSEEP"	01-JAN-01	"A"	"Minor -L,L,C A Greec BSE E Phy"	"MIN"	"Minor"	" "	"16.1202"	"Ancient/Classical Greek Langua"	"Ancient/Classical Greek Language and Literature"	"11.10"	"GREEK-CLASSICAL"	"GREEK-CLASSICAL"	"UENG"	" "	" "	" "	"BSP"	"Language, Literature, and Culture of Ancient Greece"	" "	" "	"111"	"Foreign Languages, Literature"	"FrgnLngLit"	" "	" "
"LLCABSEESS"	01-JAN-01	"A"	"Minor -L,L,C A Greec BSE ESS"	"MIN"	"Minor"	" "	"16.1202"	"Ancient/Classical Greek Langua"	"Ancient/Classical Greek Language and Literature"	"11.10"	"GREEK-CLASSICAL"	"GREEK-CLASSICAL"	"UENG"	" "	" "	" "	"BES"	"Language, Literature, and Culture of Ancient Greece"	" "	" "	"111"	"Foreign Languages, Literature"	"FrgnLngLit"	" "	" "
"LLCABSEIOP"	01-JAN-01	"A"	"Minor -L,L,C A Greec BSE IndOp"	"MIN"	"Minor"	" "	"16.1202"	"Ancient/Classical Greek Langua"	"Ancient/Classical Greek Language and Literature"	"11.10"	"GREEK-CLASSICAL"	"GREEK-CLASSICAL"	"UENG"	" "	" "	" "	"BSO"	"Language, Literature, and Culture of Ancient Greece"	" "	" "	"111"	"Foreign Languages, Literature"	"FrgnLngLit"	" "	" "
"LLCABSEMAT"	01-JAN-01	"A"	"Minor -L,L,C A Greec BSE Mat S"	"MIN"	"Minor"	" "	"16.1202"	"Ancient/Classical Greek Langua"	"Ancient/Classical Greek Language and Literature"	"11.10"	"GREEK-CLASSICAL"	"GREEK-CLASSICAL"	"UENG"	" "	" "	" "	"BSB"	"Language, Literature, and Culture of Ancient Greece"	" "	" "	"111"	"Foreign Languages, Literature"	"FrgnLngLit"	" "	" "
"LLCABSEMEC"	01-JAN-01	"A"	"Minor -L,L,C A Greec BSE MechE"	"MIN"	"Minor"	" "	"16.1202"	"Ancient/Classical Greek Langua"	"Ancient/Classical Greek Language and Literature"	"11.10"	"GREEK-CLASSICAL"	"GREEK-CLASSICAL"	"UENG"	" "	" "	" "	"BSJ"	"Language, Literature, and Culture of Ancient Greece"	" "	" "	"111"	"Foreign Languages, Literature"	"FrgnLngLit"	" "	" "
"LLCABSENAV"	01-JAN-01	"A"	"Minor -L,L,C A Greec BSE NAME"	"MIN"	"Minor"	" "	"16.1202"	"Ancient/Classical Greek Langua"	"Ancient/Classical Greek Language and Literature"	"11.10"	"GREEK-CLASSICAL"	"GREEK-CLASSICAL"	"UENG"	" "	" "	" "	"BSQ"	"Language, Literature, and Culture of Ancient Greece"	" "	" "	"111"	"Foreign Languages, Literature"	"FrgnLngLit"	" "	" "
"LLCABSENER"	01-JAN-01	"A"	"Minor -L,L,C A Greec BSE Nuc E"	"MIN"	"Minor"	" "	"16.1202"	"Ancient/Classical Greek Langua"	"Ancient/Classical Greek Language and Literature"	"11.10"	"GREEK-CLASSICAL"	"GREEK-CLASSICAL"	"UENG"	" "	" "	" "	"BSR"	"Language, Literature, and Culture of Ancient Greece"	" "	" "	"111"	"Foreign Languages, Literature"	"FrgnLngLit"	" "	" "
"LLCABSENG"	01-JAN-01	"A"	"Minor -L,L,C A Greec BS Eng"	"MIN"	"Minor"	" "	"16.1202"	"Ancient/Classical Greek Langua"	"Ancient/Classical Greek Language and Literature"	"11.10"	"GREEK-CLASSICAL"	"GREEK-CLASSICAL"	"UENG"	" "	" "	" "	"BSG"	"Language, Literature, and Culture of Ancient Greece"	" "	" "	"111"	"Foreign Languages, Literature"	"FrgnLngLit"	" "	" "
"LLCAGAB"	01-JAN-01	"A"	"Minor -Lan,Lit,Clt A Greec BA"	"MIN"	"Minor"	" "	"16.1202"	"Ancient/Classical Greek Langua"	"Ancient/Classical Greek Language and Literature"	"11.10"	"GREEK-CLASSICAL"	"GREEK-CLASSICAL"	"UKIN"	" "	" "	" "	"AB"	"Language, Literature, and Culture of Ancient Greece"	" "	" "	"111"	"Foreign Languages, Literature"	"FrgnLngLit"	" "	" "
"LLCAGABLSA"	01-JAN-01	"A"	"Minor -Lan,Lit,Clt A Greec BA"	"MIN"	"Minor"	" "	"16.1202"	"Ancient/Classical Greek Langua"	"Ancient/Classical Greek Language and Literature"	"11.10"	"GREEK-CLASSICAL"	"GREEK-CLASSICAL"	"ULSA"	" "	" "	" "	"AB"	"Language, Literature, and Culture of Ancient Greece"	" "	" "	"111"	"Foreign Languages, Literature"	"FrgnLngLit"	" "	" "
"LLCAGABPP"	01-JAN-01	"A"	"Minor -Lan, Lit,Cit A Greec BA"	"MIN"	"Minor"	" "	"16.1202"	"Ancient/Classical Greek Langua"	"Ancient/Classical Greek Language and Literature"	"11.10"	"GREEK-CLASSICAL"	"GREEK-CLASSICAL"	"UPP"	" "	" "	" "	"AB"	"Language, Literature, and Culture of Ancient Greece"	" "	" "	"111"	"Foreign Languages, Literature"	"FrgnLngLit"	" "	" "
"LLCAGABRC"	27-JUN-01	"A"	"Minor -Lan,Lit,Clt A Greec BA"	"MIN"	"Minor"	" "	"16.1202"	"Ancient/Classical Greek Langua"	"Ancient/Classical Greek Language and Literature"	"11.10"	"GREEK-CLASSICAL"	"GREEK-CLASSICAL"	"URC"	" "	" "	" "	"AB"	"Language, Literature, and Culture of Ancient Greece"	" "	" "	"111"	"Foreign Languages, Literature"	"FrgnLngLit"	"1340"	"SS 2001"
"LLCAGARTAB"	01-JAN-01	"A"	"Minor -Lan,Lit,Clt A Greec BA"	"MIN"	"Minor"	" "	"16.1202"	"Ancient/Classical Greek Langua"	"Ancient/Classical Greek Language and Literature"	"11.10"	"GREEK-CLASSICAL"	"GREEK-CLASSICAL"	"UART"	" "	" "	" "	"AB"	"Language, Literature, and Culture of Ancient Greece"	" "	" "	"111"	"Foreign Languages, Literature"	"FrgnLngLit"	" "	" "
"LLCAGBBA"	01-JAN-01	"A"	"Minor -Lan,Lit,Clt A Greec BBA"	"MIN"	"Minor"	" "	"16.1202"	"Ancient/Classical Greek Langua"	"Ancient/Classical Greek Language and Literature"	"11.10"	"GREEK-CLASSICAL"	"GREEK-CLASSICAL"	"UBA"	" "	" "	" "	"BBA"	"Language, Literature, and Culture of Ancient Greece"	" "	" "	"111"	"Foreign Languages, Literature"	"FrgnLngLit"	" "	" "
"LLCAGBDA"	01-JAN-01	"A"	"Minor -Lan,Lit,Clt A Greec BDA"	"MIN"	"Minor"	" "	"16.1202"	"Ancient/Classical Greek Langua"	"Ancient/Classical Greek Language and Literature"	"11.10"	"GREEK-CLASSICAL"	"GREEK-CLASSICAL"	"UMUS"	" "	" "	" "	"BDA"	"Language, Literature, and Culture of Ancient Greece"	" "	" "	"111"	"Foreign Languages, Literature"	"FrgnLngLit"	" "	" "
"LLCAGBFA"	01-JAN-01	"A"	"Minor -Lan,Lit,Clt A Greec BFA"	"MIN"	"Minor"	" "	"16.1202"	"Ancient/Classical Greek Langua"	"Ancient/Classical Greek Language and Literature"	"11.10"	"GREEK-CLASSICAL"	"GREEK-CLASSICAL"	"UART"	" "	" "	" "	"BFA"	"Language, Literature, and Culture of Ancient Greece"	" "	" "	"111"	"Foreign Languages, Literature"	"FrgnLngLit"	" "	" "
"LLCAGBFAIP"	01-JAN-01	"A"	"Minor -Lan,Lit,Clt A Greec BFA"	"MIN"	"Minor"	" "	"16.1202"	"Ancient/Classical Greek Langua"	"Ancient/Classical Greek Language and Literature"	"11.10"	"GREEK-CLASSICAL"	"GREEK-CLASSICAL"	"UJND"	" "	" "	" "	"BFA"	"Language, Literature, and Culture of Ancient Greece"	" "	" "	"111"	"Foreign Languages, Literature"	"FrgnLngLit"	" "	" "
"LLCAGBFAM"	01-JAN-01	"A"	"Minor -Lan,Lit,Clt A Greec BFA"	"MIN"	"Minor"	" "	"16.1202"	"Ancient/Classical Greek Langua"	"Ancient/Classical Greek Language and Literature"	"11.10"	"GREEK-CLASSICAL"	"GREEK-CLASSICAL"	"UMUS"	" "	" "	" "	"BFA"	"Language, Literature, and Culture of Ancient Greece"	" "	" "	"111"	"Foreign Languages, Literature"	"FrgnLngLit"	" "	" "
"LLCAGBMA"	01-JAN-01	"A"	"Minor -Lan,Lit,Clt AGreecBMusA"	"MIN"	"Minor"	" "	"16.1202"	"Ancient/Classical Greek Langua"	"Ancient/Classical Greek Language and Literature"	"11.10"	"GREEK-CLASSICAL"	"GREEK-CLASSICAL"	"UMUS"	" "	" "	" "	"BMA"	"Language, Literature, and Culture of Ancient Greece"	" "	" "	"111"	"Foreign Languages, Literature"	"FrgnLngLit"	" "	" "
"LLCAGBMU"	01-JAN-01	"A"	"Minor -Lan,Lit,Clt AGreec BMus"	"MIN"	"Minor"	" "	"16.1202"	"Ancient/Classical Greek Langua"	"Ancient/Classical Greek Language and Literature"	"11.10"	"GREEK-CLASSICAL"	"GREEK-CLASSICAL"	"UMUS"	" "	" "	" "	"BMU"	"Language, Literature, and Culture of Ancient Greece"	" "	" "	"111"	"Foreign Languages, Literature"	"FrgnLngLit"	" "	" "
"LLCAGBNU"	01-JAN-01	"A"	"Minor -Lan,Lit,Clt A Greec BS"	"MIN"	"Minor"	" "	"16.1202"	"Ancient/Classical Greek Langua"	"Ancient/Classical Greek Language and Literature"	"11.10"	"GREEK-CLASSICAL"	"GREEK-CLASSICAL"	"UNUR"	" "	" "	" "	"BNU"	"Language, Literature, and Culture of Ancient Greece"	" "	" "	"111"	"Foreign Languages, Literature"	"FrgnLngLit"	" "	" "
"MSBBA"	01-JAN-01	"A"	"Minor -Museum Studies BBA"	"MIN"	"Minor"	" "	"30.1401"	"Museology/Museum Studies"	"Museology/Museum Studies"	"49.99"	"OTHER, INTERDISCIPLINARY STDYS"	"OTHER, INTERDISCIPLINARY STUDIES"	"UBA"	"5410"	"Museum Stu"	"Museum Studies"	"BBA"	"Museum Studies"	"4"	"Humanities and the Arts"	"124"	"Multi Interdisciplinary Study"	"IntrDiscp"	" "	" "
"MSBDA"	01-JAN-01	"A"	"Minor -Museum Studies BDA"	"MIN"	"Minor"	" "	"30.1401"	"Museology/Museum Studies"	"Museology/Museum Studies"	"49.99"	"OTHER, INTERDISCIPLINARY STDYS"	"OTHER, INTERDISCIPLINARY STUDIES"	"UMUS"	"5410"	"Museum Stu"	"Museum Studies"	"BDA"	"Museum Studies"	"4"	"Humanities and the Arts"	"124"	"Multi Interdisciplinary Study"	"IntrDiscp"	" "	" "
"MSBFA"	01-JAN-01	"A"	"Minor -Museum Studies BFA"	"MIN"	"Minor"	" "	"30.1401"	"Museology/Museum Studies"	"Museology/Museum Studies"	"49.99"	"OTHER, INTERDISCIPLINARY STDYS"	"OTHER, INTERDISCIPLINARY STUDIES"	"UART"	"5410"	"Museum Stu"	"Museum Studies"	"BFA"	"Museum Studies"	"4"	"Humanities and the Arts"	"124"	"Multi Interdisciplinary Study"	"IntrDiscp"	" "	" "
"MSBFAIP"	01-JAN-01	"A"	"Minor -Museum Studies BFA"	"MIN"	"Minor"	" "	"30.1401"	"Museology/Museum Studies"	"Museology/Museum Studies"	"49.99"	"OTHER, INTERDISCIPLINARY STDYS"	"OTHER, INTERDISCIPLINARY STUDIES"	"UJND"	"5410"	"Museum Stu"	"Museum Studies"	"BFA"	"Museum Studies"	"4"	"Humanities and the Arts"	"124"	"Multi Interdisciplinary Study"	"IntrDiscp"	" "	" "
"MSBFAM"	01-JAN-01	"A"	"Minor -Museum Studies BFA"	"MIN"	"Minor"	" "	"30.1401"	"Museology/Museum Studies"	"Museology/Museum Studies"	"49.99"	"OTHER, INTERDISCIPLINARY STDYS"	"OTHER, INTERDISCIPLINARY STUDIES"	"UMUS"	"5410"	"Museum Stu"	"Museum Studies"	"BFA"	"Museum Studies"	"4"	"Humanities and the Arts"	"124"	"Multi Interdisciplinary Study"	"IntrDiscp"	" "	" "
