"ACAD_PLAN"	"ACAD_PLAN_EFFDT"	"ACAD_PLAN_EFF_STATUS"	"ACAD_PLAN_DESCR"	"ACAD_PLAN_TYPE"	"ACAD_PLAN_TYPE_DESCRSHORT"	"ACAD_PROG"	"CIP_CODE"	"CIP_DESCR"	"CIP_DESCR254"	"HEGIS_CODE"	"HEGIS_DESCR"	"HEGIS_DESCR60"	"ACAD_CAREER"	"STUDY_FIELD"	"STUDY_FIELD_DESCRSHORT"	"STUDY_FIELD_DESCRFORMAL"	"DEGREE"	"TRNSCR_DESCR"	"RACK_DIVSN_CD"	"RACK_DIVSN_DESCR"	"CIP_ALTERNATIVE_CD"	"CIP_ALTERNATIVE_DESCR"	"CIP_ALTERNATIVE_DESCRSHORT"	"LAST_ADM_TERM"	"LAST_ADM_TERM_DESCRSHORT"
"GLCHBFA"	15-SEP-14	"A"	"Minor -Global Change BFA"	"MIN"	"Minor"	" "	"30.9999"	"Multi-/Interdisciplinary Studi"	"Multi-/Interdisciplinary Studies, Other"	"49.99"	"OTHER, INTERDISCIPLINARY STDYS"	"OTHER, INTERDISCIPLINARY STUDIES"	"UART"	" "	" "	" "	"BFA"	"Global Change"	" "	" "	"124"	"Multi Interdisciplinary Study"	"IntrDiscp"	"2000"	"SU 2014"
"GLCHBFAIP"	15-SEP-14	"A"	"Minor -Global Change BFA"	"MIN"	"Minor"	" "	"30.9999"	"Multi-/Interdisciplinary Studi"	"Multi-/Interdisciplinary Studies, Other"	"49.99"	"OTHER, INTERDISCIPLINARY STDYS"	"OTHER, INTERDISCIPLINARY STUDIES"	"UJND"	" "	" "	" "	"BFA"	"Global Change"	" "	" "	"124"	"Multi Interdisciplinary Study"	"IntrDiscp"	"2000"	"SU 2014"
"GLCHBFAM"	15-SEP-14	"A"	"Minor -Global Change BFA"	"MIN"	"Minor"	" "	"30.9999"	"Multi-/Interdisciplinary Studi"	"Multi-/Interdisciplinary Studies, Other"	"49.99"	"OTHER, INTERDISCIPLINARY STDYS"	"OTHER, INTERDISCIPLINARY STUDIES"	"UMUS"	" "	" "	" "	"BFA"	"Global Change"	" "	" "	"124"	"Multi Interdisciplinary Study"	"IntrDiscp"	"2000"	"SU 2014"
"GLCHBMA"	15-SEP-14	"A"	"Minor -Global Change BMusA"	"MIN"	"Minor"	" "	"30.9999"	"Multi-/Interdisciplinary Studi"	"Multi-/Interdisciplinary Studies, Other"	"49.99"	"OTHER, INTERDISCIPLINARY STDYS"	"OTHER, INTERDISCIPLINARY STUDIES"	"UMUS"	" "	" "	" "	"BMA"	"Global Change"	" "	" "	"124"	"Multi Interdisciplinary Study"	"IntrDiscp"	"2000"	"SU 2014"
"GLCHBMU"	15-SEP-14	"A"	"Minor -Global Change BMus"	"MIN"	"Minor"	" "	"30.9999"	"Multi-/Interdisciplinary Studi"	"Multi-/Interdisciplinary Studies, Other"	"49.99"	"OTHER, INTERDISCIPLINARY STDYS"	"OTHER, INTERDISCIPLINARY STUDIES"	"UMUS"	" "	" "	" "	"BMU"	"Global Change"	" "	" "	"124"	"Multi Interdisciplinary Study"	"IntrDiscp"	"2000"	"SU 2014"
"GLCHBNU"	15-SEP-14	"A"	"Minor -Global Change BS"	"MIN"	"Minor"	" "	"30.9999"	"Multi-/Interdisciplinary Studi"	"Multi-/Interdisciplinary Studies, Other"	"49.99"	"OTHER, INTERDISCIPLINARY STDYS"	"OTHER, INTERDISCIPLINARY STUDIES"	"UNUR"	" "	" "	" "	"BNU"	"Global Change"	" "	" "	"124"	"Multi Interdisciplinary Study"	"IntrDiscp"	"2000"	"SU 2014"
"GLCHBS"	15-SEP-14	"A"	"Minor -Global Change BS"	"MIN"	"Minor"	" "	"30.9999"	"Multi-/Interdisciplinary Studi"	"Multi-/Interdisciplinary Studies, Other"	"49.99"	"OTHER, INTERDISCIPLINARY STDYS"	"OTHER, INTERDISCIPLINARY STUDIES"	"UKIN"	" "	" "	" "	"BS"	"Global Change"	" "	" "	"124"	"Multi Interdisciplinary Study"	"IntrDiscp"	"2000"	"SU 2014"
"GLCHBSAUP"	15-SEP-14	"A"	"Minor -Global Change BS"	"MIN"	"Minor"	" "	"30.9999"	"Multi-/Interdisciplinary Studi"	"Multi-/Interdisciplinary Studies, Other"	"49.99"	"OTHER, INTERDISCIPLINARY STDYS"	"OTHER, INTERDISCIPLINARY STUDIES"	"UARC"	" "	" "	" "	"BS"	"Global Change"	" "	" "	"124"	"Multi Interdisciplinary Study"	"IntrDiscp"	"2000"	"SU 2014"
"GLCHBSCLSA"	15-SEP-14	"A"	"Minor -Global Change BSChem"	"MIN"	"Minor"	" "	"30.9999"	"Multi-/Interdisciplinary Studi"	"Multi-/Interdisciplinary Studies, Other"	"49.99"	"OTHER, INTERDISCIPLINARY STDYS"	"OTHER, INTERDISCIPLINARY STUDIES"	"ULSA"	" "	" "	" "	"BSC"	"Global Change"	" "	" "	"124"	"Multi Interdisciplinary Study"	"IntrDiscp"	"2000"	"SU 2014"
"GLCHBSDH"	15-SEP-14	"A"	"Minor -Global Change BS"	"MIN"	"Minor"	" "	"30.9999"	"Multi-/Interdisciplinary Studi"	"Multi-/Interdisciplinary Studies, Other"	"49.99"	"OTHER, INTERDISCIPLINARY STDYS"	"OTHER, INTERDISCIPLINARY STUDIES"	"UDH"	" "	" "	" "	"BS"	"Global Change"	" "	" "	"124"	"Multi Interdisciplinary Study"	"IntrDiscp"	"2000"	"SU 2014"
"HLPBSEAOS"	01-JAN-01	"A"	"Minor -Hist of Law&Pol BSE AOS"	"MIN"	"Minor"	" "	"54.0199"	"History, Other"	"History, Other"	"22.05"	"HISTORY"	"HISTORY"	"UENG"	" "	" "	" "	"BSX"	"History of Law and Policy"	" "	" "	"168"	"History"	"History"	" "	" "
"HLPBSEBE"	01-JAN-01	"A"	"Minor -Hist ofLaw&Pol BSE BioE"	"MIN"	"Minor"	" "	"54.0199"	"History, Other"	"History, Other"	"22.05"	"HISTORY"	"HISTORY"	"UENG"	" "	" "	" "	"BME"	"History of Law and Policy"	" "	" "	"168"	"History"	"History"	" "	" "
"HLPBSECHE"	01-JAN-01	"A"	"Minor -HistofLaw&Pol BSE ChemE"	"MIN"	"Minor"	" "	"54.0199"	"History, Other"	"History, Other"	"22.05"	"HISTORY"	"HISTORY"	"UENG"	" "	" "	" "	"BSH"	"History of Law and Policy"	" "	" "	"168"	"History"	"History"	" "	" "
"HLPBSECIV"	01-JAN-01	"A"	"Minor -Hist ofLaw&Pol BSE CivE"	"MIN"	"Minor"	" "	"54.0199"	"History, Other"	"History, Other"	"22.05"	"HISTORY"	"HISTORY"	"UENG"	" "	" "	" "	"BSV"	"History of Law and Policy"	" "	" "	"168"	"History"	"History"	" "	" "
"HLPBSECOM"	01-JAN-01	"A"	"Minor -HistofLaw&Pol BSE CompE"	"MIN"	"Minor"	" "	"54.0199"	"History, Other"	"History, Other"	"22.05"	"HISTORY"	"HISTORY"	"UENG"	" "	" "	" "	"BSU"	"History of Law and Policy"	" "	" "	"168"	"History"	"History"	" "	" "
"HLPBSECS"	01-JAN-01	"A"	"Minor -HistofLaw&Pol BSE CompS"	"MIN"	"Minor"	" "	"54.0199"	"History, Other"	"History, Other"	"22.05"	"HISTORY"	"HISTORY"	"UENG"	" "	" "	" "	"BCO"	"History of Law and Policy"	" "	" "	"168"	"History"	"History"	" "	" "
"HLPBSEDS"	01-JAN-01	"A"	"Minor -His ofLaw&Policy BSE DS"	"MIN"	"Minor"	" "	"54.0199"	"History, Other"	"History, Other"	"22.05"	"HISTORY"	"HISTORY"	"UENG"	" "	" "	" "	"BSE"	"History of Law and Policy"	" "	" "	"168"	"History"	"History"	" "	" "
"HLPBSEEE"	01-JAN-01	"A"	"Minor -Hist ofLaw&Pol BSE EnvE"	"MIN"	"Minor"	" "	"54.0199"	"History, Other"	"History, Other"	"22.05"	"HISTORY"	"HISTORY"	"UENG"	" "	" "	" "	"BEE"	"History of Law and Policy"	" "	" "	"168"	"History"	"History"	" "	" "
"HLPBSEELE"	01-JAN-01	"A"	"Minor -HistofLaw&Pol BSE ElecE"	"MIN"	"Minor"	" "	"54.0199"	"History, Other"	"History, Other"	"22.05"	"HISTORY"	"HISTORY"	"UENG"	" "	" "	" "	"BSL"	"History of Law and Policy"	" "	" "	"168"	"History"	"History"	" "	" "
"HLPBSEEP"	01-JAN-01	"A"	"Minor -Hist ofLaw&Pol BSE EPhy"	"MIN"	"Minor"	" "	"54.0199"	"History, Other"	"History, Other"	"22.05"	"HISTORY"	"HISTORY"	"UENG"	" "	" "	" "	"BSP"	"History of Law and Policy"	" "	" "	"168"	"History"	"History"	" "	" "
"HLPBSEESS"	01-JAN-01	"A"	"Minor -Hist ofLaw&Pol BSE ESS"	"MIN"	"Minor"	" "	"54.0199"	"History, Other"	"History, Other"	"22.05"	"HISTORY"	"HISTORY"	"UENG"	" "	" "	" "	"BES"	"History of Law and Policy"	" "	" "	"168"	"History"	"History"	" "	" "
"HLPBSEIOP"	01-JAN-01	"A"	"Minor -HistofLaw&Pol BSE IndOp"	"MIN"	"Minor"	" "	"54.0199"	"History, Other"	"History, Other"	"22.05"	"HISTORY"	"HISTORY"	"UENG"	" "	" "	" "	"BSO"	"History of Law and Policy"	" "	" "	"168"	"History"	"History"	" "	" "
"HLPBSEMAT"	01-JAN-01	"A"	"Minor -HistofLaw&Pol BSE MatSc"	"MIN"	"Minor"	" "	"54.0199"	"History, Other"	"History, Other"	"22.05"	"HISTORY"	"HISTORY"	"UENG"	" "	" "	" "	"BSB"	"History of Law and Policy"	" "	" "	"168"	"History"	"History"	" "	" "
"HLPBSEMEC"	01-JAN-01	"A"	"Minor -HistofLaw&Pol BSE MechE"	"MIN"	"Minor"	" "	"54.0199"	"History, Other"	"History, Other"	"22.05"	"HISTORY"	"HISTORY"	"UENG"	" "	" "	" "	"BSJ"	"History of Law and Policy"	" "	" "	"168"	"History"	"History"	" "	" "
"HLPBSENAV"	01-JAN-01	"A"	"Minor -Hist ofLaw&Pol BSE NAME"	"MIN"	"Minor"	" "	"54.0199"	"History, Other"	"History, Other"	"22.05"	"HISTORY"	"HISTORY"	"UENG"	" "	" "	" "	"BSQ"	"History of Law and Policy"	" "	" "	"168"	"History"	"History"	" "	" "
"HLPBSENER"	01-JAN-01	"A"	"Minor -Hist ofLaw&Pol BSE NucE"	"MIN"	"Minor"	" "	"54.0199"	"History, Other"	"History, Other"	"22.05"	"HISTORY"	"HISTORY"	"UENG"	" "	" "	" "	"BSR"	"History of Law and Policy"	" "	" "	"168"	"History"	"History"	" "	" "
"HLPBSENG"	01-JAN-01	"A"	"Minor -Hist of Law &Pol BS Eng"	"MIN"	"Minor"	" "	"54.0199"	"History, Other"	"History, Other"	"22.05"	"HISTORY"	"HISTORY"	"UENG"	" "	" "	" "	"BSG"	"History of Law and Policy"	" "	" "	"168"	"History"	"History"	" "	" "
"HLPBSINF"	01-JAN-01	"A"	"Minor -Hist of Law & Policy BS"	"MIN"	"Minor"	" "	"54.0199"	"History, Other"	"History, Other"	"22.05"	"HISTORY"	"HISTORY"	"UINF"	" "	" "	" "	"BS"	"History of Law and Policy"	" "	" "	"168"	"History"	"History"	" "	" "
"HLPBSLSA"	01-JAN-01	"A"	"Minor -Hist of Law & Policy BS"	"MIN"	"Minor"	" "	"54.0199"	"History, Other"	"History, Other"	"22.05"	"HISTORY"	"HISTORY"	"ULSA"	" "	" "	" "	"BS"	"History of Law and Policy"	" "	" "	"168"	"History"	"History"	" "	" "
"HLPBSMUS"	01-JAN-01	"A"	"Minor -Hist of Law & Policy BS"	"MIN"	"Minor"	" "	"54.0199"	"History, Other"	"History, Other"	"22.05"	"HISTORY"	"HISTORY"	"UMUS"	" "	" "	" "	"BS"	"History of Law and Policy"	" "	" "	"168"	"History"	"History"	" "	" "
